greyhound,dog_id,date,track,distance,trap,finish_position,run_time,sectional_time,sp,race_class,btn_distance,source
Bacon Frazzles,57949.0,2024-08-05,Romford,400,3,4,25.06,3.87,7/2,A3,3,sporting_life
Bacon Frazzles,57949.0,2024-07-27,Romford,400,3,5,24.47,3.93,4/1,A3,sh,sporting_life
Bacon Frazzles,57949.0,2024-07-16,Romford,400,3,1,24.14,3.82,10/3,A4,,sporting_life
Bacon Frazzles,57949.0,2024-07-08,Romford,400,3,4,24.88,3.85,9/4,A4,1,sporting_life
Bacon Frazzles,57949.0,2024-07-02,Romford,400,3,4,24.59,3.84,9/1,A4,hd,sporting_life
Bacon Frazzles,57949.0,2024-04-17,Yarmouth,462,4,5,28.52,5.56,4/1,A3,½,sporting_life
Bacon Frazzles,57949.0,2024-04-10,Yarmouth,462,3,6,28.86,5.4,5/1,A3,1 ½,sporting_life
Ballymac Florie,60656.0,2026-03-07,Oxford,650,5,4,40.55,15.15,9/4,OR,3 ¼,sporting_life
Ballymac Florie,60656.0,2026-02-26,Hove,515,5,4,30.47,4.52,18/1,OR,2 ¾,sporting_life
Ballymac Florie,60656.0,2026-02-21,Monmore,480,5,3,28.63,4.57,8/1,OR,dh,sporting_life
Ballymac Florie,60656.0,2026-02-14,Central Park,491,5,2,29.46,3.12,6/1,OR,6 ¾,sporting_life
Ballymac Florie,60656.0,2025-06-21,Central Park,491,4,4,29.86,3.07,7/1,OR3,hd,sporting_life
Ballymac Florie,60656.0,2025-03-15,Monmore,630,4,6,38.25,12.81,22/1,OR3,¾,sporting_life
Ballymac Florie,60656.0,2025-03-08,Monmore,630,4,3,38.49,12.9,4/1,OR3,4,sporting_life
Ballymac Florie,60656.0,2025-03-01,Monmore,480,4,4,28.66,4.48,7/2,OR1,¾,sporting_life
Ballymac Florie,60656.0,2025-02-22,Monmore,480,5,3,28.45,4.49,11/1,OR,½,sporting_life
Ballymac Florie,60656.0,2025-02-16,Towcester,500,5,2,29.52,4.25,7/2,OR,½,sporting_life
Ballymac Florie,60656.0,2025-02-09,Towcester,500,4,1,29.28,4.19,9/2,OR,,sporting_life
Ballymac Florie,60656.0,2025-01-30,Hove,500,5,4,30.23,3.64,8/1,OR3,hd,sporting_life
Ballymac Florie,60656.0,2025-01-16,Hove,515,3,3,30.49,4.52,9/1,OR3,1 ½,sporting_life
Ballymac Florie,60656.0,2025-01-09,Hove,515,4,2,30.31,4.45,5/1,OR3,1 ¾,sporting_life
Ballymac Florie,60656.0,2024-12-28,Central Park,664,6,1,41.01,12.75,8/13,OR,,sporting_life
Ballymac Florie,60656.0,2024-12-22,Towcester,500,5,4,29.64,4.21,5/1,OR,½,sporting_life
Ballymac Florie,60656.0,2024-12-15,Towcester,500,6,2,29.5,4.25,9/2,OR,1 ¼,sporting_life
Ballymac Florie,60656.0,2024-12-08,Towcester,500,1,6,30.14,,4/1,OR1,1,sporting_life
Ballymac Florie,60656.0,2024-12-01,Towcester,500,3,4,29.89,4.23,6/1,OR,1 ½,sporting_life
Ballymac Florie,60656.0,2024-11-17,Towcester,500,2,5,29.77,4.36,20/1,OR1,hd,sporting_life
Ballymac Florie,60656.0,2024-11-10,Towcester,500,4,3,29.34,4.31,11/2,OR1,¾,sporting_life
Ballymac Suntan,61519.0,2026-03-09,Romford,400,3,1,24.44,,11/8,A5,,sporting_life
Ballymac Suntan,61519.0,2026-02-28,Romford,400,3,2,24.82,3.9,2/1,A4,hd,sporting_life
Ballymac Suntan,61519.0,2026-02-21,Romford,400,3,2,24.39,3.83,4/1,A4,¾,sporting_life
Ballymac Suntan,61519.0,2026-02-16,Romford,400,3,3,24.63,3.88,5/1,A4,nk,sporting_life
Ballymac Suntan,61519.0,2026-02-07,Romford,400,2,2,24.98,3.84,15/8,A4,4 ½,sporting_life
Ballymac Suntan,61519.0,2026-02-02,Romford,400,3,2,24.19,3.8,7/2,A4,sh,sporting_life
Ballymac Suntan,61519.0,2026-01-24,Romford,400,4,1,24.48,3.83,3/1,A5,,sporting_life
Ballymac Suntan,,2026-01-14,Romford,400,0,5,24.36,,14/01,A5,,timeform
Ballymac Suntan,61519.0,2026-01-05,Romford,400,4,5,24.57,3.8,7/2,A4,1 ½,sporting_life
Ballymac Suntan,61519.0,2025-12-30,Romford,400,3,4,24.75,3.89,9/2,A4,¾,sporting_life
Ballymac Suntan,61519.0,2025-12-20,Romford,400,3,3,24.62,3.89,11/4,A4,¾,sporting_life
Ballymac Suntan,61519.0,2025-12-12,Romford,400,3,2,24.33,3.87,9/2,A4,1,sporting_life
Ballymac Suntan,61519.0,2025-12-06,Romford,400,3,1,24.32,3.95,5/4,A6,,sporting_life
Ballymac Suntan,61519.0,2025-11-29,Romford,400,3,1,24.43,3.86,6/5,A7,,sporting_life
Ballymac Suntan,61519.0,2025-11-22,Romford,400,3,3,24.33,3.89,7/1,A6,sh,sporting_life
Ballymac Suntan,61519.0,2025-11-17,Romford,400,3,5,24.81,3.9,3/1,A6,½,sporting_life
Ballymac Suntan,61519.0,2025-11-07,Romford,400,3,3,24.54,3.84,7/1,A6,sh,sporting_life
Ballymac Suntan,61519.0,2025-10-29,Romford,400,3,4,25.27,3.9,25/1,A6,9 ¾,sporting_life
Ballymac Suntan,61519.0,2025-10-22,Romford,400,3,5,24.9,3.88,9/1,A5,¾,sporting_life
Ballymac Suntan,61519.0,2025-10-18,Romford,400,3,5,25.06,3.95,9/1,A5,2 ¾,sporting_life
Ballymac Suntan,,2025-10-14,Romford,400,2,2,24.96,,14/10,,,timeform
Ballymac Suntan,61519.0,2025-09-01,Romford,400,3,3,24.57,3.94,6/1,A4,1 ¼,sporting_life
Ballymac Suntan,61519.0,2025-08-23,Romford,400,3,1,24.39,3.84,7/2,A5,,sporting_life
Ballymac Suntan,61519.0,2025-08-18,Romford,400,3,5,24.98,3.97,10/3,A4,¾,sporting_life
Ballymac Suntan,61519.0,2025-08-13,Romford,400,3,3,24.34,3.88,9/2,A4,½,sporting_life
Ballymac Suntan,61519.0,2025-08-08,Romford,575,5,4,36.33,14.06,12/1,OR3,hd,sporting_life
Ballymac Suntan,61519.0,2025-07-30,Romford,400,3,4,24.59,3.91,6/1,A4,sh,sporting_life
Ballymac Suntan,61519.0,2025-07-19,Romford,400,3,4,24.54,3.89,11/4,A4,hd,sporting_life
Ballymac Suntan,61519.0,2025-07-11,Romford,400,3,1,24.53,3.85,15/8,A5,,sporting_life
Ballymac Suntan,61519.0,2025-06-28,Romford,400,3,2,24.4,3.91,5/1,A5,¾,sporting_life
Ballymac Suntan,61519.0,2025-06-20,Romford,400,3,1,24.42,3.92,7/4,A6,,sporting_life
Ballymac Suntan,61519.0,2025-06-10,Romford,400,3,4,24.71,3.85,11/4,A6,1 ½,sporting_life
Ballymac Suntan,61519.0,2025-06-02,Romford,400,3,3,24.47,3.91,5/4,A6,½,sporting_life
Ballymac Suntan,61519.0,2025-05-28,Romford,400,2,3,24.63,3.93,7/2,A5,1 ¼,sporting_life
Ballymac Suntan,61519.0,2025-05-14,Romford,400,2,5,25.04,3.91,9/2,A5,nk,sporting_life
Ballymac Suntan,61519.0,2025-05-07,Romford,400,2,4,24.45,3.85,11/4,A5,¾,sporting_life
Ballymac Suntan,61519.0,2025-04-26,Romford,400,2,3,24.71,3.96,7/2,A4,2,sporting_life
Ballymac Suntan,61519.0,2025-04-19,Romford,400,3,4,24.72,3.95,7/2,A4,1 ¼,sporting_life
Ballymac Suntan,61519.0,2025-04-14,Romford,400,3,3,24.63,3.86,5/2,A4,1 ¼,sporting_life
Ballymac Suntan,61519.0,2025-04-05,Romford,400,3,5,25.22,3.87,7/2,A3,4 ¼,sporting_life
Ballymac Suntan,61519.0,2025-03-26,Romford,400,2,5,24.77,3.96,4/1,A3,2,sporting_life
Ballymac Suntan,61519.0,2025-03-22,Romford,400,2,2,24.47,3.85,3/1,A3,½,sporting_life
Ballymac Suntan,61519.0,2025-03-11,Romford,400,2,5,24.72,3.8,7/4,A3,1 ¼,sporting_life
Ballymac Suntan,61519.0,2025-03-01,Romford,400,2,3,24.93,3.84,5/6,A3,1 ½,sporting_life
Ballymac Suntan,61519.0,2025-02-24,Romford,400,2,1,24.45,3.81,11/8,A5,,sporting_life
Ballymac Suntan,61519.0,2025-02-12,Romford,400,2,2,24.55,3.8,15/8,A5,3,sporting_life
Ballymac Suntan,61519.0,2025-02-08,Romford,400,2,3,25.21,3.89,2/1,A5,7,sporting_life
Ballymac Suntan,61519.0,2025-02-03,Romford,400,2,1,24.23,3.84,6/5,A7,,sporting_life
Ballymac Suntan,61519.0,2025-01-27,Romford,400,2,3,24.91,3.87,11/4,A6,3,sporting_life
Ballymac Suntan,61519.0,2025-01-20,Romford,400,2,3,24.97,3.87,5/2,A6,3 ¼,sporting_life
Ballymac Suntan,61519.0,2025-01-13,Romford,400,2,2,24.85,3.89,5/1,A5,6 ¼,sporting_life
Bluejig Designer,63576.0,2026-03-09,Romford,400,6,5,24.82,,2/1,A5,2,sporting_life
Bluejig Designer,63576.0,2026-03-04,Romford,400,6,3,24.68,3.94,6/1,A4,3 ½,sporting_life
Bluejig Designer,63576.0,2026-02-27,Romford,400,6,4,24.79,3.88,6/1,A4,3,sporting_life
Bluejig Designer,63576.0,2026-02-21,Romford,400,6,4,24.57,3.89,4/1,A4,1,sporting_life
Bluejig Designer,63576.0,2026-02-16,Romford,400,6,2,24.6,3.78,5/1,A4,1 ¼,sporting_life
Bluejig Designer,63576.0,2026-02-11,Romford,400,6,4,24.73,3.86,3/1,A3,nk,sporting_life
Bluejig Designer,63576.0,2026-02-04,Romford,400,6,5,24.81,4.11,6/4,A3,1,sporting_life
Bluejig Designer,63576.0,2026-01-28,Romford,400,5,3,24.66,3.77,6/1,A3,3 ½,sporting_life
Bluejig Designer,63576.0,2026-01-24,Romford,400,6,1,24.27,3.74,11/4,A5,,sporting_life
Bluejig Designer,63576.0,2026-01-14,Romford,400,5,3,24.46,3.8,9/2,A5,,sporting_life
Bluejig Designer,63576.0,2026-01-07,Romford,400,5,5,24.79,3.83,7/2,A4,1 ¼,sporting_life
Bluejig Designer,63576.0,2025-12-20,Romford,400,5,5,24.88,3.89,11/4,A4,hd,sporting_life
Bluejig Designer,63576.0,2025-12-12,Romford,400,5,3,24.47,3.83,3/1,A4,1 ¾,sporting_life
Bluejig Designer,63576.0,2025-12-06,Romford,400,5,3,24.27,3.85,6/1,A3,½,sporting_life
Bluejig Designer,63576.0,2025-12-01,Romford,400,5,5,24.76,3.86,4/1,A3,hd,sporting_life
Bluejig Designer,63576.0,2025-11-25,Romford,400,5,4,24.26,3.86,8/1,A2,1,sporting_life
Bluejig Designer,63576.0,2025-11-18,Romford,400,6,3,24.83,3.82,7/1,A2,½,sporting_life
Bluejig Designer,63576.0,2025-11-14,Romford,575,5,5,36.59,13.86,12/1,OR,½,sporting_life
Bluejig Designer,63576.0,2025-11-08,Romford,400,5,5,24.61,3.9,9/2,A2,2 ¼,sporting_life
Bluejig Designer,,2025-10-31,Romford,400,3,1,24.27,,31/10,,,timeform
Bluejig Designer,63576.0,2025-10-25,Romford,400,5,4,,3.84,3/1,A2,dis,sporting_life
Bluejig Designer,63576.0,2025-10-20,Romford,400,4,1,24.22,3.83,1/1,A4,,sporting_life
Bluejig Designer,63576.0,2025-10-14,Romford,400,4,2,24.16,3.8,3/1,A4,1,sporting_life
Bluejig Designer,63576.0,2025-10-07,Romford,400,5,5,24.73,3.84,2/1,A4,1 ½,sporting_life
Bluejig Designer,63576.0,2025-10-01,Romford,400,5,1,24.31,3.82,6/4,A5,,sporting_life
Bluejig Designer,63576.0,2025-09-27,Romford,400,5,2,24.58,3.84,9/2,A4,nk,sporting_life
Bluejig Designer,63576.0,2025-09-22,Romford,400,5,3,24.74,3.88,5/1,A4,1 ¾,sporting_life
Bluejig Designer,63576.0,2025-09-17,Romford,400,5,5,24.94,3.89,10/3,A4,2 ¼,sporting_life
Bluejig Designer,63576.0,2025-09-10,Romford,400,5,4,24.84,3.9,15/8,A4,1 ¾,sporting_life
Bluejig Designer,63576.0,2025-09-06,Romford,400,5,1,24.28,3.79,9/4,A5,,sporting_life
Bluejig Designer,63576.0,2025-09-01,Romford,400,5,1,24.34,3.79,6/5,A6,,sporting_life
Bluejig Designer,63576.0,2025-08-18,Romford,400,5,2,24.46,3.81,6/4,A6,¾,sporting_life
Bluejig Designer,63576.0,2025-08-13,Romford,400,5,1,24.37,3.81,13/8,A7,,sporting_life
Bluejig Designer,63576.0,2025-08-09,Romford,400,5,2,24.41,3.84,9/4,A7,2,sporting_life
Bluejig Designer,63576.0,2025-08-02,Romford,400,4,2,24.72,3.9,7/1,A6,4 ½,sporting_life
Bluejig Designer,63576.0,2025-07-28,Romford,400,4,3,24.66,3.8,8/1,A6,1 ¾,sporting_life
Bluejig Designer,,2025-07-23,Romford,400,3,1,24.63,,23/07,,,timeform
Bluejig Designer,,2025-07-10,Romford,400,3,2,24.88,,10/07,,,timeform
Bluejig Designer,63576.0,2025-06-29,Yarmouth,462,6,5,29.47,5.6,11/4,A8,½,sporting_life
Bluejig Designer,63576.0,2025-06-22,Yarmouth,462,6,5,29.5,5.68,11/4,A7,½,sporting_life
Bluejig Designer,,2025-06-08,Yarmouth,462,3,2,29.28,,08/06,,,timeform
Bluejig Designer,,2025-05-31,Yarmouth,462,3,3,29.19,,31/05,,,timeform
Bluejig Designer,,2025-05-15,Yarmouth,462,2,2,28.95,,15/05,,,timeform
Bockos Buster,62992.0,2026-03-06,Romford,400,3,1,23.75,3.65,1/1,OR1,,sporting_life
Bockos Buster,62992.0,2026-02-20,Romford,400,4,5,24.33,3.78,5/4,OR3,½,sporting_life
Bockos Buster,62992.0,2026-02-13,Romford,400,4,1,23.88,3.67,8/11,OR3,,sporting_life
Bockos Buster,62992.0,2026-02-07,Monmore,480,5,4,28.91,4.47,3/1,OR1,4 ¼,sporting_life
Bockos Buster,62992.0,2026-01-31,Monmore,480,5,1,28.09,4.27,9/4,OR,,sporting_life
Bockos Buster,62992.0,2026-01-26,Nottingham,305,6,2,17.54,,8/13,OR3,¾,sporting_life
Bockos Buster,62992.0,2026-01-19,Nottingham,305,4,1,17.48,,1/6,OR3,,sporting_life
Bockos Buster,62992.0,2026-01-12,Nottingham,305,5,1,17.52,,6/4,OR,,sporting_life
Bockos Buster,62992.0,2025-12-22,Nottingham,305,6,4,17.71,,5/1,OR2,nk,sporting_life
Bockos Buster,62992.0,2025-12-15,Nottingham,305,4,2,17.81,,6/1,OR2,2 ¼,sporting_life
Bockos Buster,62992.0,2025-12-08,Nottingham,305,5,1,17.79,,9/4,OR2,,sporting_life
Bockos Buster,62992.0,2025-12-01,Nottingham,305,1,3,18.18,,7/2,OR,3,sporting_life
Bockos Buster,62992.0,2025-11-21,Sunderland,450,2,2,27.33,5.37,7/4,OR1,5,sporting_life
Bockos Buster,62992.0,2025-11-14,Sunderland,450,2,1,27.45,5.21,15/8,OR1,,sporting_life
Bockos Buster,62992.0,2025-11-07,Sunderland,450,3,2,27.43,5.15,15/8,OR1,3,sporting_life
Bockos Buster,,2025-11-02,Sun,450,1,1,27.36,,02/11,,,timeform
Bockos Buster,62992.0,2025-10-24,Dunstall Park,270,6,4,15.74,,7/1,OR2,¾,sporting_life
Bockos Buster,62992.0,2025-10-17,Dunstall Park,270,3,1,15.62,,6/1,OR2,,sporting_life
Bockos Buster,62992.0,2025-10-10,Dunstall Park,270,4,1,15.61,,3/1,OR2,,sporting_life
Bockos Buster,,2025-10-03,Dundalk,270,1,1,16.03,,03/10,,,timeform
Bockos Buster,62992.0,2025-09-17,Yarmouth,462,5,5,27.75,5.11,7/1,OR1,¾,sporting_life
Bockos Buster,62992.0,2025-09-10,Yarmouth,462,3,2,27.52,5.12,8/15,OR1,1 ½,sporting_life
Bockos Buster,62992.0,2025-09-03,Yarmouth,462,5,1,27.44,5.2,4/5,OR1,,sporting_life
Bockos Buster,62992.0,2025-08-23,Yarmouth,462,4,3,27.78,5.31,8/13,OR,sh,sporting_life
Bockos Buster,62992.0,2025-08-16,Yarmouth,462,3,1,27.52,5.08,6/5,OR,,sporting_life
Bockos Buster,62992.0,2025-08-09,Yarmouth,462,3,1,27.45,5.26,4/6,OR,,sporting_life
Bockos Buster,,2025-08-02,Yarmouth,462,1,1,28.02,,02/08,,,timeform
Bockos Buster,,2025-07-19,Monmore,480,3,3,29.36,,19/07,,,timeform
Bockos Buster,,2025-07-14,Monmore,480,3,1,28.73,,14/07,,,timeform
Bockos Buster,62992.0,2025-05-08,Towcester,500,3,6,29.6,4.19,2/1,OR1,½,sporting_life
Bockos Buster,,2025-05-03,Towcester,500,1,1,28.89,,03/05,,,timeform
Bockos Buster,,2025-04-29,Towcester,270,1,1,15.73,,29/04,,,timeform
Bombay Buck,61114.0,2026-03-06,Romford,400,3,3,24.17,3.72,11/4,OR1,2 ¼,sporting_life
Bombay Buck,61114.0,2026-02-27,Romford,400,4,1,23.95,3.66,15/8,OR,,sporting_life
Bombay Buck,61114.0,2026-02-20,Romford,400,2,3,24.11,3.75,14/1,OR3,2 ¼,sporting_life
Bombay Buck,61114.0,2026-02-13,Romford,400,5,2,24.19,3.79,9/2,OR3,3,sporting_life
Bombay Buck,61114.0,2026-02-06,Romford,400,3,5,24.41,3.85,4/1,OR3,3 ½,sporting_life
Bombay Buck,61114.0,2026-01-30,Romford,400,4,2,24.4,3.8,10/3,OR3,1 ¼,sporting_life
Bombay Buck,61114.0,2026-01-24,Romford,400,5,1,24.07,3.74,10/11,A1,,sporting_life
Bombay Buck,61114.0,2026-01-17,Romford,400,5,3,24.05,3.73,6/5,A1,nk,sporting_life
Bombay Buck,61114.0,2026-01-10,Romford,400,5,2,24.03,3.72,6/4,A1,2 ¼,sporting_life
Bombay Buck,61114.0,2026-01-02,Romford,400,5,2,24.14,3.85,9/2,OR,5,sporting_life
Bombay Buck,61114.0,2025-12-27,Romford,400,4,2,24.02,3.67,5/2,OR,1 ½,sporting_life
Bombay Buck,61114.0,2025-12-19,Romford,400,5,3,24.21,3.82,3/1,OR,sh,sporting_life
Bombay Buck,61114.0,2025-12-12,Romford,400,5,3,23.94,3.68,10/3,OR3,sh,sporting_life
Bombay Buck,61114.0,2025-12-05,Romford,400,5,1,24.03,3.71,10/3,OR3,,sporting_life
Bombay Buck,61114.0,2025-11-24,Romford,400,4,2,24.41,3.84,10/11,A1,3 ½,sporting_life
Bombay Buck,61114.0,2025-11-18,Romford,400,4,3,24.17,3.81,8/11,A1,1 ¼,sporting_life
Bombay Buck,61114.0,2025-11-14,Romford,400,3,2,23.96,3.78,7/2,OR3,2,sporting_life
Bombay Buck,61114.0,2025-11-07,Romford,400,6,3,24.12,3.69,13/8,OR3,nk,sporting_life
Bombay Buck,61114.0,2025-10-31,Romford,400,5,2,24.17,3.78,7/4,OR3,2 ¾,sporting_life
Bombay Buck,61114.0,2025-10-24,Romford,400,5,2,24.15,3.76,15/8,OR3,1 ¾,sporting_life
Bombay Buck,61114.0,2025-10-17,Romford,400,5,1,24.05,3.67,9/2,OR,,sporting_life
Bombay Buck,61114.0,2025-10-10,Romford,400,4,4,24.4,3.8,4/1,OR3,sh,sporting_life
Bombay Buck,61114.0,2025-10-03,Romford,400,5,6,24.9,3.81,10/1,OR2,¾,sporting_life
Bombay Buck,,2025-09-18,Romford,400,1,1,24.36,,18/09,,,timeform
Bombay Buck,,2025-09-11,Romford,225,1,1,13.52,,11/09,,,timeform
Bombay Buck,61114.0,2025-08-08,Romford,400,3,5,24.16,3.88,1/1,OR,2 ¾,sporting_life
Bombay Buck,61114.0,2025-08-01,Romford,400,3,6,24.88,3.7,4/6,OR3,2 ¼,sporting_life
Bombay Buck,61114.0,2025-07-25,Romford,400,3,3,24.05,3.73,7/4,OR3,½,sporting_life
Bombay Buck,61114.0,2025-07-18,Romford,400,4,3,24.08,3.77,1/1,OR3,2,sporting_life
Bombay Buck,61114.0,2025-07-11,Romford,400,3,1,23.75,3.63,4/1,OR3,,sporting_life
Bombay Buck,61114.0,2025-07-04,Romford,400,4,2,23.98,3.67,7/4,OR3,3,sporting_life
Bombay Buck,61114.0,2025-06-28,Romford,400,4,3,24.14,3.85,5/4,A1,1,sporting_life
Bombay Buck,61114.0,2025-06-21,Romford,400,3,3,24.2,3.71,3/1,IV,2 ½,sporting_life
Bombay Buck,61114.0,2025-06-13,Romford,400,5,1,23.74,3.73,15/8,OR,,sporting_life
Bombay Buck,61114.0,2025-06-06,Romford,400,5,1,23.66,3.64,11/4,OR3,,sporting_life
Bombay Buck,61114.0,2025-05-30,Romford,400,6,2,24.32,3.81,7/2,OR3,nk,sporting_life
Bombay Buck,61114.0,2025-05-23,Romford,400,6,5,24.32,3.78,8/1,OR,1 ¼,sporting_life
Bombay Buck,61114.0,2025-05-16,Romford,400,6,5,24.59,3.82,10/3,OR3,¾,sporting_life
Bombay Buck,61114.0,2025-05-09,Romford,400,5,2,23.84,3.67,8/1,OR3,1 ¾,sporting_life
Bombay Buck,61114.0,2025-05-02,Romford,400,5,1,23.92,3.14,5/1,OR3,,sporting_life
Bombay Buck,61114.0,2025-04-25,Romford,400,5,3,24.36,3.92,10/11,OR,1 ¼,sporting_life
Bombay Buck,61114.0,2025-04-18,Romford,400,5,3,24.2,3.72,9/2,OR3,1 ¾,sporting_life
Bombay Buck,61114.0,2025-04-11,Romford,400,4,4,24.22,3.71,5/1,OR3,½,sporting_life
Bombay Buck,61114.0,2025-04-04,Romford,400,4,1,24.16,3.71,5/1,OR3,,sporting_life
Bombay Buck,61114.0,2025-03-28,Romford,400,6,6,24.83,3.85,5/2,OR3,2,sporting_life
Bombay Buck,61114.0,2025-03-21,Romford,400,4,1,24.02,3.65,5/1,OR3,,sporting_life
Bombay Buck,61114.0,2025-03-14,Romford,225,5,4,13.77,,10/1,OR3,½,sporting_life
Bombay Buck,61114.0,2025-03-09,Towcester,500,6,4,29.64,4.08,11/1,OR,1 ¾,sporting_life
Bombay Buck,,2025-02-25,Monmore,480,2,1,28.91,,25/02,,,timeform
Bombay Buck,,2025-02-18,Monmore,480,2,1,29.07,,18/02,,,timeform
Bombay Buck,61114.0,2025-01-03,Romford,400,5,6,,3.74,15/8,OR,dis,sporting_life
Bombay Buck,61114.0,2024-12-27,Romford,400,4,1,24.01,3.71,4/1,OR3,,sporting_life
Bombay Buck,61114.0,2024-12-20,Romford,400,3,2,24.28,3.87,13/8,OR3,2 ¼,sporting_life
Bombay Buck,61114.0,2024-12-13,Romford,400,3,3,24.17,3.79,6/4,OR,hd,sporting_life
Bombay Trend,62959.0,2026-03-09,Romford,400,4,1,24.47,3.78,10/3,A4,,sporting_life
Bombay Trend,62959.0,2026-02-28,Romford,400,4,3,24.84,3.83,5/2,A4,hd,sporting_life
Bombay Trend,62959.0,2026-02-21,Romford,400,4,5,24.79,3.79,11/4,A4,2 ¾,sporting_life
Bombay Trend,62959.0,2026-02-16,Romford,400,4,2,24.71,3.83,2/1,A4,2 ¾,sporting_life
Bombay Trend,62959.0,2026-02-07,Romford,400,4,1,24.41,3.74,11/4,A5,,sporting_life
Bombay Trend,62959.0,2026-02-02,Romford,400,4,3,24.61,3.85,5/1,A5,½,sporting_life
Bombay Trend,62959.0,2026-01-26,Romford,400,4,5,24.76,3.77,11/4,A5,sh,sporting_life
Bombay Trend,62959.0,2026-01-20,Romford,400,4,5,25.14,3.88,3/1,A5,4 ½,sporting_life
Bombay Trend,,2026-01-08,Romford,400,1,1,24.59,,08/01,,,timeform
Bombay Trend,62959.0,2025-12-08,Romford,400,4,6,24.67,3.78,3/1,A4,¾,sporting_life
Bombay Trend,62959.0,2025-12-03,Romford,400,4,2,24.53,3.75,11/4,A4,nk,sporting_life
Bombay Trend,62959.0,2025-11-28,Romford,225,5,4,13.63,,14/1,OR,½,sporting_life
Bombay Trend,62959.0,2025-11-21,Romford,225,4,4,13.88,,7/1,OR,1 ½,sporting_life
Bombay Trend,62959.0,2025-11-15,Romford,400,4,2,24.21,3.75,15/8,A4,1,sporting_life
Bombay Trend,62959.0,2025-11-08,Romford,400,4,2,24.61,3.83,15/8,A4,1 ½,sporting_life
Bombay Trend,62959.0,2025-10-31,Romford,225,3,2,13.56,,5/1,OR,1 ¼,sporting_life
Bombay Trend,62959.0,2025-10-25,Romford,400,4,3,24.5,3.74,11/8,A4,½,sporting_life
Bombay Trend,62959.0,2025-10-18,Romford,400,4,4,24.98,3.85,5/6,A4,½,sporting_life
Bombay Trend,62959.0,2025-10-11,Romford,400,4,3,24.84,3.79,11/4,A3,6 ¾,sporting_life
Bombay Trend,62959.0,2025-10-04,Romford,400,4,2,24.6,3.77,6/4,A3,1,sporting_life
Bombay Trend,62959.0,2025-09-27,Romford,400,4,4,24.61,3.79,2/1,A3,½,sporting_life
Bombay Trend,62959.0,2025-09-20,Romford,400,4,2,24.38,3.73,11/8,A3,½,sporting_life
Bombay Trend,62959.0,2025-09-13,Romford,400,4,6,24.71,3.81,7/1,A2,½,sporting_life
Bombay Trend,62959.0,2025-09-06,Romford,400,4,4,24.53,3.82,5/1,A2,2,sporting_life
Bombay Trend,62959.0,2025-08-29,Romford,225,4,3,13.7,,12/1,OR,2 ¼,sporting_life
Bombay Trend,62959.0,2025-08-16,Romford,400,4,5,24.7,3.74,3/1,A2,1 ¼,sporting_life
Bombay Trend,62959.0,2025-08-09,Romford,400,4,2,24.18,3.79,11/4,A2,2 ¼,sporting_life
Bombay Trend,62959.0,2025-07-29,Romford,400,4,1,24.33,3.82,2/1,A3,,sporting_life
Bombay Trend,62959.0,2025-07-22,Romford,400,4,2,24.13,3.75,7/4,A3,nk,sporting_life
Bombay Trend,62959.0,2025-07-16,Romford,400,4,5,24.78,3.87,2/1,A2,1 ¾,sporting_life
Bombay Trend,62959.0,2025-07-12,Romford,400,4,3,24.26,3.85,3/1,A2,sh,sporting_life
Bombay Trend,62959.0,2025-07-07,Romford,400,4,2,24.48,3.77,4/1,A2,2 ¼,sporting_life
Bombay Trend,62959.0,2025-06-24,Romford,400,4,2,24.87,3.92,5/2,A2,7 ½,sporting_life
Bombay Trend,62959.0,2025-06-18,Romford,400,4,2,24.4,3.71,6/1,A2,3,sporting_life
Bombay Trend,62959.0,2025-06-09,Romford,400,5,4,24.62,3.91,5/1,A1,¾,sporting_life
Bombay Trend,62959.0,2025-06-04,Romford,400,5,6,25.04,3.94,7/2,A1,3 ¾,sporting_life
Bombay Trend,62959.0,2025-05-30,Romford,400,6,6,24.59,3.76,4/1,OR,2 ¼,sporting_life
Bombay Trend,62959.0,2025-05-24,Romford,400,4,1,24.32,3.84,15/8,A2,,sporting_life
Bombay Trend,62959.0,2025-05-17,Romford,400,3,1,24.41,3.82,11/4,A3,,sporting_life
Bombay Trend,62959.0,2025-05-06,Romford,400,3,2,24.52,3.74,4/1,A3,1,sporting_life
Bombay Trend,,2025-05-01,Romford,400,3,1,24.43,,01/05,,,timeform
Bombay Trend,,2025-04-24,Romford,400,3,1,24.74,,24/04,,,timeform
Bonville Secret,,2026-02-26,Romford,400,3,2,24.96,,26/02,,,timeform
Bonville Secret,,2026-02-19,Romford,400,3,1,24.4,,19/02,,,timeform
Bonville Secret,,2026-02-12,Romford,400,1,1,25.0,,12/02,,,timeform
Bonville Secret,,2026-01-29,Romford,225,1,1,13.99,,29/01,,,timeform
Bretons Boy,57972.0,2026-03-03,Monmore,264,2,4,15.69,,7/2,D1,2 ½,sporting_life
Bretons Boy,57972.0,2026-02-23,Nottingham,305,1,5,18.58,,2/1,OR,sh,sporting_life
Bretons Boy,57972.0,2026-02-14,Monmore,264,3,4,15.55,,25/1,OR3,½,sporting_life
Bretons Boy,57972.0,2026-02-05,Monmore,264,3,2,15.51,,5/2,D1,2 ½,sporting_life
